time,# of other packets,# of uplink PG packets,# of downlink PG packets,# of total PG packets,uplink PG BW,downlink PG BW,total PG BW
112,1,4,8,12,39,2174,2213
113,2,3,3,6,1781,0,1781
114,2,4,5,9,39,2208,2247
115,1,3,3,6,1653,0,1653
116,0,8,10,18,39,7449,7488
117,0,4,4,8,1580,0,1580
118,0,5,5,10,39,2142,2181
119,8,3,0,3,1621,0,1621
120,0,4,8,12,39,2361,2400
121,1,3,0,3,1845,0,1845
122,2,5,8,13,39,2534,2573
123,1,0,0,0,0,0,0
124,1,8,8,16,1612,2736,4348
125,2,4,0,4,1580,0,1580
126,0,8,14,22,39,8325,8364
128,0,19,21,40,17804,785,18589
129,0,19,39,58,39,40767,40806
130,3,0,0,0,0,0,0
131,3,0,0,0,0,0,0
134,2,0,0,0,0,0,0
137,39,0,0,0,0,0,0
141,1,0,0,0,0,0,0
142,6,0,0,0,0,0,0
143,2,0,0,0,0,0,0
144,0,2,2,4,0,0,0
145,0,3,2,5,0,0,0
146,2,14,13,27,2333,3970,6303
147,2,0,0,0,0,0,0
151,2,0,0,0,0,0,0
152,4,0,0,0,0,0,0
155,2,0,0,0,0,0,0
158,0,27,43,70,2373,41779,44152
161,0,1,1,2,0,40,40
164,2,0,0,0,0,0,0
165,4,0,0,0,0,0,0
169,0,7,9,16,1667,706,2373
172,2,0,0,0,0,0,0
173,2,0,0,0,0,0,0
174,2,0,0,0,0,0,0
176,2,0,0,0,0,0,0
178,0,15,14,29,2067,6943,9010
184,2,0,0,0,0,0,0
185,2,0,0,0,0,0,0
189,0,4,4,8,3391,0,3391
190,0,11,13,24,1587,4664,6251
193,2,0,0,0,0,0,0
194,2,0,0,0,0,0,0
197,2,0,0,0,0,0,0
198,1,0,0,0,0,0,0
199,1,0,0,0,0,0,0
200,1,1,1,2,0,40,40
201,1,0,0,0,0,0,0
202,1,0,0,0,0,0,0
204,1,0,0,0,0,0,0
206,106,2,2,4,0,0,0
207,5,6,5,11,561,147,708
208,1,4,4,8,1593,419,2012
210,0,4,1,5,1981,33,2014
211,8,26,45,71,39,46460,46499
214,2,25,27,52,4586,7457,12043
215,3,10,12,22,1420,9868,11288
216,3,2,2,4,1437,0,1437
217,2,16,18,34,1371,10431,11802
218,2,0,0,0,0,0,0
219,0,7,8,15,1620,740,2360
220,0,14,13,27,1484,10022,11506
221,0,2,2,4,1381,0,1381
222,0,9,11,20,39,10171,10210
223,0,26,26,52,4573,1686,6259
224,1,2,2,4,0,169,169
225,1,9,10,19,1668,6249,7917
226,1,0,0,0,0,0,0
227,3,0,0,0,0,0,0
228,3,0,0,0,0,0,0
229,1,0,0,0,0,0,0
230,0,2,2,4,0,36,36
231,1,0,0,0,0,0,0
232,5,0,0,0,0,0,0
234,3,0,0,0,0,0,0
235,2,8,9,17,3377,2700,6077
236,2,4,6,10,39,2167,2206
aggregate,395,4541,4346,8887,175404,5088667,5264071
average,1.67373,19.2415,18.4153,37.6568,743.237,21562.1,22305.4
